EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview
194,Faiyaz,Bali,Other,35,Married,Postgraduate,Finance,DevOps Engineer,Technology,06-10-2019,6,4,379,5,6,20,2,5,4,Yes,Always,196425,22,2,1,30,13,No,25,Hyderabad,Telangana,India,Always,4,ten,No,,No,49,10-11-2023
195,Saira,Seth,Femle,25,Married,Postgraduate,Admin,QA Engineer,Technology,26-12-2024,1,0,,3,4,73,2,3,5,No,Never,44916,21,3,0,N/A,12,No,22,Thiruvananthapuram,Kerala,India,Always,6,ten,Yes,Career Growth,No,95,10-09-2025
196,Veer,Sidhu,F,27,Marrid,Postgraduate,HR,Data Scientist,Technology,"Jul 05, 2016",9,7,,5,6,7,5,0,5,Yes,Always,₹86258,29,0,3,10,7,No,43,Pune,Maharashtra,India,Rarely,6,8,No,Better Pay,Yes,17,22-06-2019
197,Uthkarsh,Dhaliwal,M,43,Single,Doctorate,Finance,Operations Executive,Field Sales,12-06-2013,12,11,475,2,4,13,1,3,1,No,Rarely,₹86465,28,2,0,10,4,Yes,3,Noida,Uttar Pradesh,India,Frequently,12,ten,No,,Yes,29,21-01-2016
198,Anvi,Bir,Male,56,Single,Graduate,Product,R&D Scientist,Corporate,"Jun 22, 2009",16,16,,1,5,95,3,3,5,No,Always,143493,14,0,5,14,14,Yes,1,Mumbai,Maharashtra,India,Always,17,ten,No,,No,66,30-04-2016
199,Samar,Sura,F,47,Widowed,High School,Product,Customer Support Rep,Corporate,05-07-2025,0,0,413,4,1,38,4,3,1,Yes,Sometimes,116955,10,0,3,11,20,No,12,New Delhi,Delhi,India,Rarely,18,ten,Yes,Better Pay,Yes,8,20-07-2025
200,Anaya,Bora,Male,27,Divorced,Graduate,Operations,Operations Executive,Technology,"May 28, 2022",3,1,,3,1,7,5,4,4,No,Always,₹50460,22,3,0,N/A,14,No,38,Noida,Uttar Pradesh,India,Always,7,ten,No,Work-Life Balance,Yes,3,05-02-2023
201,Vanya,Contractor,Femle,43,Widowed,Graduate,Quality Assurance,R&D Scientist,Technology,"Jul 17, 2024",1,0,46,2,1,44,5,4,4,Yes,Always,27811,9,3,3,9,1,No,6,Thiruvananthapuram,Kerala,India,Rarely,15,13,Yes,,No,17,06-11-2024
202,Ishita,Luthra,F,60,Single,High School,Marketing,Operations Executive,Field Sales,20-06-2011,14,11,194,5,5,98,3,1,3,Yes,Sometimes,139349,4,3,0,29,20,No,46,Thiruvananthapuram,Kerala,India,Always,10,3,Yes,Career Growth,Yes,60,17-07-2024
203,Rhea,Mangal,Male,36,Marrid,Graduate,Quality Assurance,Legal Associate,Technology,18-05-2013,12,9,,3,5,97,3,2,4,No,Always,₹83142,20,0,5,15,1,No,39,Siliguri,West Bengal,India,Rarely,5,8,Yes,Work-Life Balance,No,73,27-08-2014
204,Tarini,Kothari,M,59,Married,Graduate,Admin,QA Engineer,Field Sales,"Sep 06, 2023",2,1,,3,1,68,4,3,5,No,Often,₹36564,21,1,5,N/A,10,No,37,Surat,Gujarat,India,Always,20,ten,Yes,Better Pay,Yes,4,15-11-2024
205,Yakshit,Khatri,M,30,Widowed,High School,Sales,R&D Scientist,Technology,"Nov 23, 2016",9,6,,4,5,61,1,4,1,No,Sometimes,94561,26,1,1,30,20,Yes,20,Kochi,Kerala,India,Rarely,3,10,No,Better Pay,No,20,29-04-2023
206,Gokul,Rajagopalan,Femle,30,Married,Doctorate,IT,Sales Executive,Technology,"Oct 16, 2016",9,8,160,1,6,48,3,0,2,No,Often,₹97058,21,3,1,28,15,No,16,Kanpur,Uttar Pradesh,India,Frequently,11,15,No,Better Pay,No,54,07-07-2021
207,Ivana,Tailor,F,34,Married,High School,Finance,Sales Executive,Field Sales,14-02-2023,2,1,116,5,2,81,3,2,5,No,Rarely,141893,15,1,3,N/A,18,Yes,31,Noida,Uttar Pradesh,India,Always,18,ten,No,Career Growth,Yes,93,12-09-2023
208,Rhea,Saxena,Other,56,Divorced,Postgraduate,Supply Chain,R&D Scientist,Field Sales,29-03-2018,7,6,,3,2,91,0,4,3,No,Often,₹30842,10,2,5,N/A,12,No,1,Udaipur,Rajasthan,Nepal,Always,0,ten,Yes,,Yes,67,25-03-2025
209,Gatik,Choudhary,Female,75,Single,High School,I.T,QA Engineer,Field Sales,16-06-2014,11,8,,2,1,72,1,4,5,No,Often,194532,12,1,2,5,18,Yes,22,Bengaluru,Karnataka,India,Always,18,9,Yes,Better Pay,Yes,52,23-09-2021
210,Eva,Dube,M,55,Divorced,Doctorate,Admin,Marketing Specialist,Corporate,15-11-2019,6,4,,3,4,48,0,4,4,Yes,Never,125245,21,1,5,27,17,No,1,Hyderabad,Telangana,India,Rarely,16,ten,No,,Yes,5,18-05-2023
211,Vanya,Singh,Female,38,Married,High School,Supply Chain,Business Analyst,Corporate,"Jul 23, 2016",9,7,286,4,1,4,5,0,1,Yes,Never,₹78278,1,3,2,N/A,0,Yes,43,Ahmedabad,Gujarat,India,Frequently,9,ten,No,Work-Life Balance,Yes,4,19-06-2020
212,Raunak,Basu,F,30,Divorced,High School,Product,Product Manager,Corporate,"Nov 29, 2021",4,1,,4,2,49,0,3,1,Yes,Never,127116,20,2,3,N/A,11,Yes,21,Siliguri,West Bengal,India,Frequently,8,10,No,Career Growth,No,54,26-02-2025
213,Arnav,Gandhi,Other,41,Widowed,Doctorate,Supply Chain,UI/UX Designer,Field Sales,"Aug 21, 2017",8,7,,1,6,21,5,2,3,Yes,Often,₹50463,26,1,1,25,17,No,17,Coimbatore,Tamil Nadu,India,Always,5,3,Yes,,Yes,150,20-04-2021
214,Lagan,Manne,Other,21,Married,High School,Supply Chain,Customer Support Rep,Corporate,16-11-2014,11,8,,3,2,91,2,4,5,Yes,Always,72958,26,0,2,29,3,No,9,Hyderabad,Telangana,India,Frequently,15,14,Yes,Work-Life Balance,Yes,8,28-09-2019
215,Prisha,Wagle,Femle,29,Widowed,Postgraduate,Operations,UI/UX Designer,Technology,05-01-2022,3,2,,2,6,46,2,1,3,No,Often,107462,11,3,2,N/A,12,Yes,33,Jaipur,Rajasthan,Pakistan,Always,3,4,No,Career Growth,Yes,26,08-08-2022
216,Damini,Dhingra,Female,40,Single,Doctorate,Finance,DevOps Engineer,Corporate,"Jul 01, 2016",9,9,,4,4,90,4,2,1,Yes,Often,27951,22,1,2,13,9,Yes,25,Kanpur,Uttar Pradesh,India,Always,19,13,Yes,Better Pay,Yes,2,15-02-2017
217,Yuvaan,Kashyap,Female,41,Married,Postgraduate,Quality Assurance,Sales Executive,Technology,03-03-2024,1,0,271,4,4,92,1,5,5,No,Sometimes,₹39007,24,1,0,N/A,7,No,45,Bengaluru,Karnataka,India,Always,15,9,Yes,Better Pay,Yes,77,04-05-2024
218,Saksham,Dani,F,19,Marrid,Postgraduate,Legal,DevOps Engineer,Corporate,12-10-2017,8,8,,1,6,65,1,5,3,Yes,Never,169628,29,1,0,7,9,No,1,New Delhi,Delhi,India,Frequently,12,2,No,Career Growth,No,70,14-09-2022
219,Parinaaz,Bhattacharyya,Female,60,Divorced,Doctorate,Supply Chain,Project Manager,Field Sales,"Nov 09, 2012",13,10,287,4,2,42,5,2,4,Yes,Sometimes,₹54418,6,1,1,6,6,No,1,Hyderabad,Telangana,India,Rarely,3,9,Yes,Work-Life Balance,Yes,1,07-04-2013
220,Advik,Khurana,Femle,51,Married,Doctorate,Legal,Business Analyst,Corporate,12-07-2012,13,10,136,2,5,58,4,2,3,Yes,Always,37535,28,2,5,23,5,No,9,Chennai,Tamil Nadu,India,Frequently,7,ten,Yes,,No,32,05-06-2022
221,Jayant,Karnik,Other,27,Married,Graduate,Marketing,Content Writer,Field Sales,01-02-2017,8,6,,3,6,97,0,0,5,No,Rarely,58872,20,1,3,N/A,13,Yes,12,Pune,Maharashtra,India,Always,16,15,No,Work-Life Balance,No,78,10-01-2020
222,Aayush,Madan,Femle,58,Divorced,High School,IT,Business Analyst,Corporate,"Oct 27, 2023",2,0,334,2,5,19,2,4,2,Yes,Often,₹54246,26,2,1,19,14,No,47,Thiruvananthapuram,Kerala,Bhutan,Rarely,1,14,Yes,,No,18,03-01-2025
223,Heer,Yogi,Femle,31,Single,High School,Supply Chain,Data Scientist,Field Sales,01-12-2017,8,8,387,5,1,27,2,0,4,Yes,Often,₹58299,13,3,5,29,15,No,24,Chennai,Tamil Nadu,India,Always,7,ten,Yes,Work-Life Balance,No,50,16-09-2020
224,Rohan,Rastogi,M,33,Widowed,Postgraduate,Quality Assurance,Marketing Specialist,Field Sales,07-05-2020,5,3,,4,6,68,1,0,2,No,Sometimes,140426,20,3,1,N/A,16,Yes,28,Hyderabad,Telangana,India,Always,4,12,Yes,,No,50,13-09-2020
225,Shaan,Joshi,M,53,Single,Graduate,IT,Data Scientist,Technology,"Jan 03, 2012",13,11,,3,3,37,0,1,3,No,Often,₹80524,27,2,2,N/A,4,No,44,Coimbatore,Tamil Nadu,India,Rarely,0,ten,No,Work-Life Balance,No,55,10-08-2025
226,Navya,Das,Male,57,Married,High School,Information Tech,Software Engineer,Corporate,"Apr 20, 2024",1,0,,3,3,22,4,5,3,Yes,Never,₹67223,25,2,5,N/A,7,No,45,Hyderabad,Telangana,India,Always,10,13,No,Work-Life Balance,Yes,10,18-07-2024
227,Raghav,Chanda,M,44,Marrid,High School,Admin,Product Manager,Field Sales,"Aug 07, 2011",14,13,553,4,3,94,3,5,5,No,Never,₹25406,28,3,5,N/A,8,Yes,40,Bengaluru,Karnataka,India,Always,7,ten,Yes,Career Growth,No,56,29-10-2020
228,Keya,Sachar,Male,38,Marrid,Doctorate,Customer Support,Software Engineer,Field Sales,"Sep 15, 2019",6,5,439,4,2,68,3,5,4,Yes,Sometimes,₹80243,10,3,1,24,18,No,23,Pune,Maharashtra,India,Frequently,13,ten,No,Career Growth,No,80,10-05-2020
229,Vaibhav,Jain,Female,54,Marrid,Doctorate,Design,Finance Analyst,Corporate,19-03-2012,13,10,84,3,1,33,3,2,1,No,Often,₹41846,13,3,0,11,8,No,39,Kolkata,West Bengal,India,Always,13,11,Yes,Work-Life Balance,Yes,99,22-12-2014
230,Tushar,Sharma,Femle,54,Married,Doctorate,HR,Business Analyst,Field Sales,11-02-2022,3,0,456,5,5,70,4,1,4,No,Often,₹67044,2,1,5,2,10,No,6,Bengaluru,Karnataka,India,Frequently,13,3,Yes,Work-Life Balance,No,95,12-06-2023
231,Gatik,Dubey,Male,75,Marrid,Doctorate,Product,Legal Associate,Corporate,13-04-2025,0,0,,3,1,68,3,1,1,No,Never,142254,16,1,0,N/A,15,No,4,Lucknow,Uttar Pradesh,India,Rarely,0,10,Yes,Better Pay,Yes,55,17-05-2025
232,Kashvi,Som,Other,32,Marrid,Doctorate,Quality Assurance,Legal Associate,Field Sales,23-01-2010,15,12,217,1,6,71,5,2,4,No,Often,25040,4,3,2,14,12,Yes,28,Thiruvananthapuram,Kerala,India,Frequently,17,9,No,Better Pay,No,15,15-09-2010
233,Piya,Tata,Femle,24,Widowed,Doctorate,Supply Chain,UI/UX Designer,Technology,"Jun 05, 2012",13,13,,1,6,55,0,0,3,No,Often,₹60164,24,3,5,21,14,No,42,Thiruvananthapuram,Kerala,India,Always,13,15,Yes,,No,92,07-04-2017
234,Krish,Gill,Female,53,Single,Graduate,Sales,Software Engineer,Field Sales,17-01-2012,13,11,,4,2,93,1,4,3,No,Sometimes,₹58157,15,2,5,N/A,0,Yes,45,Mangalore,Karnataka,India,Frequently,16,2,Yes,,No,53,29-04-2022
235,Aradhya,Sanghvi,Male,53,Widowed,Graduate,Design,Marketing Specialist,Field Sales,01-02-2022,3,3,,3,4,20,5,0,1,Yes,Always,130908,15,1,2,N/A,10,Yes,42,Chennai,Tamil Nadu,India,Always,6,ten,No,,No,96,23-06-2025
236,Suhana,Raju,Femle,29,Widowed,High School,Supply Chain,Software Engineer,Technology,08-04-2010,15,15,,1,6,68,2,4,3,No,Never,186651,13,0,1,N/A,8,No,12,Hyderabad,Telangana,India,Rarely,4,ten,Yes,Better Pay,No,89,20-06-2014
237,Hunar,Raval,Other,60,Divorced,Graduate,I.T,Product Manager,Field Sales,06-01-2019,6,3,335,1,3,62,4,5,5,No,Sometimes,₹84565,10,3,0,18,18,Yes,39,Lucknow,Uttar Pradesh,India,Rarely,2,4,No,Career Growth,Yes,79,07-04-2023
238,Kanav,Dayal,Femle,19,Single,Doctorate,Design,Marketing Specialist,Technology,14-01-2016,9,7,484,5,6,17,2,4,4,Yes,Sometimes,₹44700,22,1,1,25,3,Yes,29,Hyderabad,Telangana,India,Always,4,1,No,Work-Life Balance,No,76,22-07-2022
239,Rhea,Sem,Female,37,Marrid,Doctorate,Customer Support,DevOps Engineer,Field Sales,29-04-2009,16,14,,3,3,54,3,4,2,No,Rarely,164871,9,0,0,18,15,No,45,New Delhi,Delhi,India,Always,18,8,No,,No,56,28-01-2023
240,Jivin,Goswami,Male,42,Marrid,Doctorate,Product,Software Engineer,Technology,22-02-2024,1,0,,1,4,93,0,4,5,No,Always,₹21675,10,0,2,21,8,No,17,Kochi,Kerala,India,Rarely,13,ten,Yes,Work-Life Balance,Yes,100,16-04-2024
241,Jayesh,Atwal,M,36,Divorced,Postgraduate,Marketing,Analyst,Technology,"Jul 17, 2015",10,9,105,1,3,73,2,0,3,Yes,Never,₹39929,25,2,5,16,15,Yes,43,Coimbatore,Tamil Nadu,India,Always,0,3,No,Work-Life Balance,No,59,16-02-2019
242,Biju,Raval,Other,46,Divorced,Doctorate,Sales,Finance Analyst,Corporate,13-01-2016,9,7,328,1,6,29,4,2,3,Yes,Never,132853,10,2,2,17,6,No,16,Bengaluru,Karnataka,India,Always,8,13,No,Career Growth,Yes,56,18-02-2017
243,Biju,Raman,Male,48,Marrid,Doctorate,Admin,HR Manager,Technology,23-07-2016,9,9,,1,6,15,1,1,3,Yes,Often,₹79914,11,3,3,N/A,0,Yes,49,New Delhi,Delhi,India,Rarely,13,ten,No,,Yes,1,21-06-2024
244,Misha,Saini,F,46,Single,Graduate,Customer Support,DevOps Engineer,Technology,14-08-2022,3,3,447,3,4,6,1,1,2,No,Sometimes,₹38333,21,0,3,11,6,Yes,37,Jaipur,Rajasthan,India,Rarely,2,2,Yes,,No,5,27-01-2025
245,Piya,Agarwal,Femle,32,Married,Doctorate,Design,Data Scientist,Corporate,08-02-2010,15,14,,4,4,51,0,0,4,Yes,Never,91887,14,1,1,12,7,No,11,Nagpur,Maharashtra,Nepal,Rarely,18,6,Yes,Better Pay,Yes,1,08-05-2010
246,Priyansh,Gupta,Male,23,Divorced,High School,R&D,HR Manager,Technology,03-07-2009,16,15,451,5,3,43,1,4,5,No,Sometimes,170857,16,0,3,N/A,20,Yes,11,Coimbatore,Tamil Nadu,India,Always,10,15,No,,Yes,19,21-09-2015
247,Manikya,Mani,M,55,Married,Postgraduate,Information Tech,Product Manager,Technology,29-05-2013,12,10,,5,2,9,0,5,2,No,Always,46252,17,0,1,N/A,7,No,30,Kolkata,West Bengal,India,Frequently,7,6,Yes,Better Pay,No,65,20-12-2013
248,Ehsaan,Manda,M,20,Marrid,High School,R&D,Product Manager,Field Sales,28-06-2014,11,11,,4,3,21,2,5,2,Yes,Always,106460,27,0,2,25,8,Yes,48,Nagpur,Maharashtra,India,Frequently,20,ten,Yes,Better Pay,No,24,24-06-2016
249,Manjari,Chacko,F,33,Divorced,High School,Product,HR Manager,Technology,03-10-2013,12,9,,1,4,8,0,5,2,No,Often,₹94343,12,0,1,N/A,12,Yes,46,Thiruvananthapuram,Kerala,India,Rarely,8,ten,Yes,Better Pay,No,97,22-06-2015
250,Ojas,Sane,Femle,51,Married,High School,Sales,Sales Executive,Field Sales,06-04-2025,0,0,398,3,4,83,1,0,3,No,Always,73758,6,2,0,12,1,Yes,22,Surat,Gujarat,India,Always,14,ten,Yes,Work-Life Balance,Yes,96,31-05-2025
251,Kanav,Gulati,Other,54,Marrid,High School,Supply Chain,Operations Executive,Technology,21-12-2022,3,0,157,1,3,69,5,0,4,No,Rarely,₹82625,29,0,0,14,7,No,41,Mangalore,Karnataka,India,Rarely,19,8,Yes,Better Pay,Yes,39,08-04-2023
252,Anay,Varma,F,28,Widowed,Postgraduate,Legal,Analyst,Field Sales,15-06-2022,3,3,258,5,2,85,1,0,4,No,Sometimes,86746,5,2,0,5,7,Yes,26,Ahmedabad,Gujarat,India,Rarely,9,ten,No,,Yes,63,02-12-2024
253,Khushi,Tailor,Male,53,Widowed,Postgraduate,Supply Chain,Project Manager,Corporate,"Feb 21, 2021",4,4,271,4,3,31,4,2,4,Yes,Rarely,98336,11,0,3,N/A,3,Yes,5,Kochi,Kerala,India,Always,8,4,Yes,Career Growth,Yes,39,21-12-2021
254,Vardaniya,Bora,Other,26,Single,High School,R&D,Sales Executive,Corporate,09-09-2016,9,9,464,2,5,93,2,2,2,Yes,Rarely,70397,10,2,3,3,0,No,16,Kolkata,West Bengal,India,Always,18,ten,No,Career Growth,Yes,54,01-06-2022
255,Vihaan,Sankaran,Other,18,Widowed,Postgraduate,Admin,QA Engineer,Field Sales,29-01-2024,1,1,,1,2,99,1,3,3,No,Always,₹83573,29,0,1,N/A,11,No,9,Siliguri,West Bengal,India,Frequently,16,ten,Yes,Work-Life Balance,No,38,11-04-2024
256,Eva,Bhat,Female,26,Single,Graduate,Supply Chain,Legal Associate,Technology,06-04-2023,2,1,47,4,4,44,2,1,3,No,Sometimes,₹81170,10,1,5,N/A,19,Yes,34,Coimbatore,Tamil Nadu,India,Rarely,5,ten,No,Work-Life Balance,No,89,04-01-2024
257,Jiya,Dada,Male,40,Single,High School,Quality Assurance,QA Engineer,Field Sales,31-10-2024,1,1,,2,5,9,3,4,4,No,Rarely,₹24580,14,3,3,7,4,Yes,34,Udaipur,Rajasthan,India,Always,15,ten,Yes,Career Growth,Yes,87,30-06-2025
258,Ayesha,Khare,Female,52,Single,High School,R&D,Legal Associate,Technology,31-12-2023,2,0,,3,6,88,0,4,2,Yes,Rarely,₹69206,17,3,2,18,17,No,20,Kolkata,West Bengal,India,Always,18,2,Yes,Better Pay,No,65,15-06-2025
259,Anahi,Basu,F,21,Divorced,Doctorate,Finance,Data Scientist,Technology,08-01-2015,10,9,14,1,2,95,1,2,4,No,Never,178841,27,2,0,N/A,18,No,16,Hyderabad,Telangana,India,Frequently,0,15,Yes,Work-Life Balance,No,92,04-09-2020
260,Misha,Keer,F,36,Married,Postgraduate,Supply Chain,Content Writer,Technology,16-01-2016,9,8,,3,3,55,1,3,1,No,Always,35325,27,0,0,N/A,20,No,37,Ahmedabad,Gujarat,India,Always,17,6,Yes,Better Pay,No,13,23-10-2021
261,Divyansh,De,Other,30,Marrid,High School,Sales,DevOps Engineer,Field Sales,22-08-2022,3,1,,2,4,500,0,5,4,Yes,Sometimes,23149,30,0,0,N/A,8,No,42,Kanpur,Uttar Pradesh,India,Rarely,12,9,Yes,,No,37,30-05-2023
262,Advik,Kulkarni,Femle,34,Marrid,Postgraduate,Customer Support,Data Scientist,Technology,"Mar 16, 2019",6,4,236,5,5,77,3,2,1,Yes,Never,173964,1,0,1,N/A,0,Yes,26,Chennai,Tamil Nadu,India,Always,16,1,Yes,Career Growth,No,81,04-06-2022
263,Saksham,Venkatesh,M,55,Married,Doctorate,Information Tech,Finance Analyst,Corporate,08-02-2009,16,14,,5,5,92,0,1,1,No,Never,80798,22,1,3,N/A,15,No,32,Coimbatore,Tamil Nadu,India,Rarely,12,4,Yes,,No,68,22-08-2014
264,Chirag,Chada,Male,20,Divorced,Graduate,Quality Assurance,Software Engineer,Field Sales,"Apr 11, 2017",8,8,278,1,1,99,2,2,5,Yes,Often,20804,25,0,1,N/A,8,No,24,Hyderabad,Telangana,India,Rarely,14,ten,Yes,,No,33,19-10-2021
265,Aarna,Vora,M,41,Single,High School,Marketing,Business Analyst,Technology,18-08-2010,15,12,,1,5,86,0,0,1,Yes,Never,₹53837,26,0,5,N/A,14,Yes,42,Kanpur,Uttar Pradesh,India,Always,11,ten,No,Work-Life Balance,Yes,4,18-02-2025
266,Mannat,Chopra,Female,44,Marrid,Doctorate,Admin,Customer Support Rep,Field Sales,08-11-2013,12,12,,1,6,20,2,3,4,Yes,Rarely,₹20705,2,0,3,1,9,No,41,Udaipur,Rajasthan,India,Rarely,7,ten,Yes,Better Pay,Yes,4,19-04-2018
267,Piya,Keer,M,44,Marrid,Doctorate,Design,HR Manager,Technology,13-02-2009,16,13,311,1,3,45,5,5,3,No,Often,80903,19,2,0,0,5,No,23,Nagpur,Maharashtra,India,Always,19,ten,Yes,Better Pay,No,44,04-04-2023
268,Ahana ,Sethi,Female,19,Single,Postgraduate,R&D,Customer Support Rep,Technology,03-03-2024,1,1,,5,6,54,5,3,3,Yes,Sometimes,184381,28,0,0,25,19,Yes,42,Bengaluru,Karnataka,India,Frequently,9,9,No,,Yes,97,16-06-2025
269,Veer,Warrior,F,26,Divorced,High School,I.T,UI/UX Designer,Field Sales,06-03-2010,15,12,121,3,6,57,5,3,3,Yes,Never,₹29916,28,1,0,N/A,13,Yes,46,Hyderabad,Telangana,India,Rarely,0,9,Yes,Better Pay,Yes,82,02-07-2024
270,Zoya,Zacharia,M,47,Single,Graduate,I.T,HR Manager,Corporate,06-02-2015,10,8,,2,2,91,1,5,4,Yes,Always,₹51990,29,3,3,20,13,No,33,Kanpur,Uttar Pradesh,India,Frequently,17,4,Yes,Work-Life Balance,No,37,20-08-2025
271,Shayak,Wagle,Male,31,Marrid,Doctorate,Product,Finance Analyst,Corporate,13-10-2023,2,2,,1,4,45,1,5,2,No,Often,₹43096,28,2,5,20,18,No,50,Jaipur,Rajasthan,India,Rarely,8,ten,Yes,,Yes,31,18-05-2024
272,Riya,Soman,Other,45,Single,Doctorate,R&D,DevOps Engineer,Technology,"Apr 10, 2013",12,10,64,4,5,37,4,2,3,No,Always,₹58010,15,1,2,8,11,Yes,30,Chennai,Tamil Nadu,India,Always,14,ten,Yes,,Yes,12,19-03-2018
273,Anaya,Khosla,M,32,Divorced,Postgraduate,R&D,Customer Support Rep,Corporate,10-04-2010,15,13,,4,1,62,5,2,2,Yes,Sometimes,₹87471,18,2,2,10,3,No,49,Mumbai,Maharashtra,India,Always,10,ten,No,Career Growth,No,35,07-11-2013
274,Mahika,Bal,Male,46,Divorced,Graduate,Legal,HR Manager,Field Sales,"Apr 23, 2025",0,0,,2,1,92,2,3,1,No,Often,123848,29,2,5,19,16,No,18,New Delhi,Delhi,India,Always,9,ten,Yes,Work-Life Balance,Yes,91,19-06-2025
275,Yuvraj ,Rajan,Femle,26,Marrid,Doctorate,Marketing,QA Engineer,Field Sales,07-05-2020,5,3,,5,6,56,5,4,1,Yes,Rarely,₹51536,6,0,2,N/A,6,Yes,38,Thiruvananthapuram,Kerala,India,Frequently,18,4,No,,Yes,62,07-09-2022
276,Kiara,Sankaran,M,26,Divorced,Graduate,R&D,Marketing Specialist,Corporate,28-08-2009,16,16,,5,1,68,1,2,5,No,Sometimes,₹83172,24,2,0,8,7,Yes,10,New Delhi,Delhi,India,Frequently,6,ten,Yes,Work-Life Balance,No,14,15-12-2019
277,Amani,Sood,Female,24,Divorced,Graduate,Quality Assurance,QA Engineer,Technology,"May 08, 2015",10,8,175,5,5,70,1,1,1,No,Often,129686,23,3,3,25,16,Yes,35,Noida,Uttar Pradesh,India,Frequently,6,ten,No,Better Pay,Yes,93,16-02-2022
278,Reyansh,Bumb,Femle,35,Married,Doctorate,IT,Legal Associate,Field Sales,26-09-2011,14,11,70,5,1,5,2,2,2,No,Rarely,129137,23,3,1,N/A,6,No,37,Noida,Uttar Pradesh,India,Rarely,6,8,Yes,Work-Life Balance,Yes,84,01-09-2024
279,Kismat,Divan,Female,45,Married,High School,Customer Support,Analyst,Technology,"Mar 29, 2013",12,12,38,2,2,5,1,0,4,No,Never,148885,10,1,1,N/A,12,No,2,Coimbatore,Tamil Nadu,India,Rarely,7,4,No,,No,26,09-08-2014
280,Faiyaz,Dara,F,58,Marrid,High School,Admin,Project Manager,Technology,04-08-2021,4,1,399,5,4,22,1,2,4,Yes,Always,₹98586,16,2,5,N/A,2,No,11,Surat,Gujarat,India,Always,8,2,No,,No,99,25-11-2021
281,Hunar,Sankar,F,41,Marrid,Graduate,Legal,DevOps Engineer,Field Sales,"Oct 01, 2009",16,14,,4,5,4,2,2,3,Yes,Never,182674,11,2,5,8,3,No,8,Noida,Uttar Pradesh,India,Always,1,2,Yes,,No,-5,09-04-2015
282,Manikya,Ramesh,M,31,Divorced,Doctorate,R&D,Analyst,Technology,06-06-2025,0,0,,1,6,500,3,1,3,No,Rarely,₹30835,25,3,1,N/A,5,Yes,16,Hyderabad,Telangana,India,Rarely,7,ten,No,Better Pay,No,5,28-06-2025
283,Rhea,Bahl,Female,31,Married,Doctorate,I.T,Project Manager,Field Sales,16-07-2024,1,0,,4,4,96,4,0,2,Yes,Never,139763,29,0,0,6,13,Yes,39,Kolkata,West Bengal,India,Rarely,3,ten,Yes,Work-Life Balance,Yes,25,07-09-2025
284,Aayush,Garde,Other,57,Widowed,Graduate,HR,Legal Associate,Technology,"Feb 19, 2020",5,4,499,5,2,58,5,4,4,Yes,Sometimes,41586,7,0,2,19,2,No,21,Chennai,Tamil Nadu,India,Frequently,9,ten,No,,No,64,02-03-2020
285,Vedika,Salvi,Other,47,Single,Doctorate,Operations,Business Analyst,Field Sales,"Jul 25, 2016",9,8,141,4,2,36,0,3,4,No,Never,₹93827,5,0,5,19,14,No,6,Kolkata,West Bengal,India,Always,5,1,No,Work-Life Balance,Yes,76,15-07-2021
286,Vanya,Mander,Male,54,Married,High School,R&D,HR Manager,Field Sales,15-02-2025,0,0,,3,6,69,0,3,5,Yes,Sometimes,112233,16,1,3,30,16,Yes,30,Pune,Maharashtra,India,Frequently,17,7,Yes,,Yes,90,03-08-2025
287,Dishani,Kalita,Other,54,Marrid,Postgraduate,Supply Chain,QA Engineer,Field Sales,27-11-2013,12,12,153,1,6,97,3,2,4,No,Sometimes,31081,21,0,3,24,15,No,12,Jaipur,Rajasthan,India,Frequently,9,1,Yes,Career Growth,No,86,19-09-2024
288,Sahil,Randhawa,Other,37,Widowed,Graduate,R&D,Project Manager,Technology,02-04-2024,1,1,,2,3,31,0,4,5,Yes,Never,46274,25,1,3,N/A,13,Yes,6,New Delhi,Delhi,India,Always,17,ten,No,Career Growth,Yes,1,10-04-2024
289,Elakshi,Ravel,Other,46,Married,Doctorate,Customer Support,R&D Scientist,Field Sales,10-02-2013,12,12,199,5,1,75,1,1,5,No,Often,151511,0,1,0,N/A,10,Yes,19,Surat,Gujarat,India,Rarely,11,10,No,Better Pay,No,36,04-08-2020
290,Lavanya,Rege,Femle,30,Married,Doctorate,Finance,Operations Executive,Technology,09-01-2012,13,13,193,5,4,81,4,0,1,No,Always,159562,13,2,1,2,6,Yes,18,Hyderabad,Telangana,India,Frequently,16,ten,Yes,Better Pay,No,15,29-12-2017
291,Amani,Dada,Female,25,Marrid,High School,Design,Sales Executive,Corporate,26-12-2016,9,6,,3,6,88,1,0,3,Yes,Often,69059,18,0,3,N/A,4,Yes,43,Coimbatore,Tamil Nadu,India,Rarely,2,ten,Yes,,Yes,38,05-11-2018
