EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview,YearsAtCompany_bin,YearsInCurrentRole_bin,TrainingHoursLastYear_bin,PromotionLast3Years_bin,_target_numeric
188,Aaryahi,Bajaj,female,50,divorced,doctorate,supply chain,hr manager,corporate,24-09-2020,5,3,,5,5,40.0,5,4,4,no,often,51447,21,0,1,4.0,13,no,25,noida,uttar pradesh,india,frequently,11,ten,yes,work-life balance,yes,31,13-12-2022,3-5,1-3,10+,0-1,1
189,Aayush,Sani,femle,54,divorced,graduate,admin,software engineer,technology,"May 28, 2020",5,3,547.0,5,1,32.0,3,5,4,yes,sometimes,80165,24,2,2,,16,no,44,kochi,kerala,india,always,0,ten,no,,no,34,18-03-2022,3-5,1-3,10+,1-3,0
190,Sara,Mallick,other,37,widowed,high school,design,analyst,field sales,18-12-2012,13,11,391.0,3,5,21.0,3,4,5,yes,always,71921,23,2,0,19.0,9,no,12,mangalore,karnataka,india,always,19,6,no,,no,65,01-07-2022,10+,10+,10+,0-1,0
191,Zoya,Varkey,f,22,single,graduate,marketing,ui/ux designer,field sales,"May 19, 2024",1,1,553.0,5,4,30.0,2,1,5,yes,always,177638,29,1,5,26.0,3,yes,41,hyderabad,telangana,bhutan,rarely,7,5,no,career growth,no,55,03-07-2025,0-1,0-1,10+,3-5,0
192,Mannat,Handa,male,50,divorced,doctorate,marketing,finance analyst,technology,15-08-2023,2,2,,5,2,44.0,3,1,1,yes,rarely,111083,3,1,2,,16,yes,47,siliguri,west bengal,india,always,5,12,yes,,no,75,17-12-2024,1-3,1-3,10+,1-3,1
193,Nishith,Das,other,51,marrid,doctorate,supply chain,hr manager,technology,20-04-2009,16,16,,3,6,29.0,0,1,5,yes,always,51809,7,3,5,,0,no,24,udaipur,rajasthan,india,rarely,1,11,no,,yes,95,18-10-2010,10+,10+,10+,3-5,0
194,Faiyaz,Bali,other,35,married,postgraduate,finance,devops engineer,technology,06-10-2019,6,4,379.0,5,6,20.0,2,5,4,yes,always,196425,22,2,1,30.0,13,no,25,hyderabad,telangana,india,always,4,ten,no,,no,49,10-11-2023,5-10,3-5,10+,0-1,0
195,Saira,Seth,femle,25,married,postgraduate,admin,qa engineer,technology,26-12-2024,1,0,,3,4,73.0,2,3,5,no,never,44916,21,3,0,,12,no,22,thiruvananthapuram,kerala,india,always,6,ten,yes,career growth,no,95,10-09-2025,0-1,0-1,10+,0-1,1
196,Veer,Sidhu,f,27,marrid,postgraduate,hr,data scientist,technology,"Jul 05, 2016",9,7,,5,6,7.0,5,0,5,yes,always,86258,29,0,3,10.0,7,no,43,pune,maharashtra,india,rarely,6,8,no,better pay,yes,17,22-06-2019,5-10,5-10,5-10,1-3,0
197,Uthkarsh,Dhaliwal,m,43,single,doctorate,finance,operations executive,field sales,12-06-2013,12,11,475.0,2,4,13.0,1,3,1,no,rarely,86465,28,2,0,10.0,4,yes,3,noida,uttar pradesh,india,frequently,12,ten,no,,yes,29,21-01-2016,10+,10+,10+,0-1,0
198,Anvi,Bir,male,56,single,graduate,product,r&d scientist,corporate,"Jun 22, 2009",16,16,,1,5,95.0,3,3,5,no,always,143493,14,0,5,14.0,14,yes,1,mumbai,maharashtra,india,always,17,ten,no,,no,66,30-04-2016,10+,10+,10+,3-5,0
199,Samar,Sura,f,47,widowed,high school,product,customer support rep,corporate,05-07-2025,0,0,413.0,4,1,38.0,4,3,1,yes,sometimes,116955,10,0,3,11.0,20,no,12,new delhi,delhi,india,rarely,18,ten,yes,better pay,yes,8,20-07-2025,0-1,0-1,10+,1-3,1
200,Anaya,Bora,male,27,divorced,graduate,operations,operations executive,technology,"May 28, 2022",3,1,,3,1,7.0,5,4,4,no,always,50460,22,3,0,,14,no,38,noida,uttar pradesh,india,always,7,ten,no,work-life balance,yes,3,05-02-2023,1-3,0-1,5-10,0-1,0
201,Vanya,Contractor,femle,43,widowed,graduate,quality assurance,r&d scientist,technology,"Jul 17, 2024",1,0,46.0,2,1,44.0,5,4,4,yes,always,27811,9,3,3,9.0,1,no,6,thiruvananthapuram,kerala,india,rarely,15,13,yes,,no,17,06-11-2024,0-1,0-1,10+,1-3,1
202,Ishita,Luthra,f,60,single,high school,marketing,operations executive,field sales,20-06-2011,14,11,194.0,5,5,98.0,3,1,3,yes,sometimes,139349,4,3,0,29.0,20,no,46,thiruvananthapuram,kerala,india,always,10,3,yes,career growth,yes,60,17-07-2024,10+,10+,10+,0-1,1
203,Rhea,Mangal,male,36,marrid,graduate,quality assurance,legal associate,technology,18-05-2013,12,9,,3,5,97.0,3,2,4,no,always,83142,20,0,5,15.0,1,no,39,siliguri,west bengal,india,rarely,5,8,yes,work-life balance,no,73,27-08-2014,10+,5-10,10+,3-5,1
204,Tarini,Kothari,m,59,married,graduate,admin,qa engineer,field sales,"Sep 06, 2023",2,1,,3,1,68.0,4,3,5,no,often,36564,21,1,5,,10,no,37,surat,gujarat,india,always,20,ten,yes,better pay,yes,4,15-11-2024,1-3,0-1,10+,3-5,1
205,Yakshit,Khatri,m,30,widowed,high school,sales,r&d scientist,technology,"Nov 23, 2016",9,6,,4,5,61.0,1,4,1,no,sometimes,94561,26,1,1,30.0,20,yes,20,kochi,kerala,india,rarely,3,10,no,better pay,no,20,29-04-2023,5-10,5-10,10+,0-1,0
206,Gokul,Rajagopalan,femle,30,married,doctorate,it,sales executive,technology,"Oct 16, 2016",9,8,160.0,1,6,48.0,3,0,2,no,often,97058,21,3,1,28.0,15,no,16,kanpur,uttar pradesh,india,frequently,11,15,no,better pay,no,54,07-07-2021,5-10,5-10,10+,0-1,0
207,Ivana,Tailor,f,34,married,high school,finance,sales executive,field sales,14-02-2023,2,1,116.0,5,2,81.0,3,2,5,no,rarely,141893,15,1,3,,18,yes,31,noida,uttar pradesh,india,always,18,ten,no,career growth,yes,93,12-09-2023,1-3,0-1,10+,1-3,0
208,Rhea,Saxena,other,56,divorced,postgraduate,supply chain,r&d scientist,field sales,29-03-2018,7,6,,3,2,91.0,0,4,3,no,often,30842,10,2,5,,12,no,1,udaipur,rajasthan,nepal,always,0,ten,yes,,yes,67,25-03-2025,5-10,5-10,10+,3-5,1
209,Gatik,Choudhary,female,75,single,high school,i.t,qa engineer,field sales,16-06-2014,11,8,,2,1,72.0,1,4,5,no,often,194532,12,1,2,5.0,18,yes,22,bengaluru,karnataka,india,always,18,9,yes,better pay,yes,52,23-09-2021,10+,5-10,10+,1-3,1
210,Eva,Dube,m,55,divorced,doctorate,admin,marketing specialist,corporate,15-11-2019,6,4,,3,4,48.0,0,4,4,yes,never,125245,21,1,5,27.0,17,no,1,hyderabad,telangana,india,rarely,16,ten,no,,yes,5,18-05-2023,5-10,3-5,10+,3-5,0
211,Vanya,Singh,female,38,married,high school,supply chain,business analyst,corporate,"Jul 23, 2016",9,7,286.0,4,1,4.0,5,0,1,yes,never,78278,1,3,2,,0,yes,43,ahmedabad,gujarat,india,frequently,9,ten,no,work-life balance,yes,4,19-06-2020,5-10,5-10,3-5,1-3,0
212,Raunak,Basu,f,30,divorced,high school,product,product manager,corporate,"Nov 29, 2021",4,1,,4,2,49.0,0,3,1,yes,never,127116,20,2,3,,11,yes,21,siliguri,west bengal,india,frequently,8,10,no,career growth,no,54,26-02-2025,3-5,0-1,10+,1-3,0
213,Arnav,Gandhi,other,41,widowed,doctorate,supply chain,ui/ux designer,field sales,"Aug 21, 2017",8,7,,1,6,21.0,5,2,3,yes,often,50463,26,1,1,25.0,17,no,17,coimbatore,tamil nadu,india,always,5,3,yes,,yes,150,20-04-2021,5-10,5-10,10+,0-1,1
214,Lagan,Manne,other,21,married,high school,supply chain,customer support rep,corporate,16-11-2014,11,8,,3,2,91.0,2,4,5,yes,always,72958,26,0,2,29.0,3,no,9,hyderabad,telangana,india,frequently,15,14,yes,work-life balance,yes,8,28-09-2019,10+,5-10,10+,1-3,1
215,Prisha,Wagle,femle,29,widowed,postgraduate,operations,ui/ux designer,technology,05-01-2022,3,2,,2,6,46.0,2,1,3,no,often,107462,11,3,2,,12,yes,33,jaipur,rajasthan,pakistan,always,3,4,no,career growth,yes,26,08-08-2022,1-3,1-3,10+,1-3,0
216,Damini,Dhingra,female,40,single,doctorate,finance,devops engineer,corporate,"Jul 01, 2016",9,9,,4,4,90.0,4,2,1,yes,often,27951,22,1,2,13.0,9,yes,25,kanpur,uttar pradesh,india,always,19,13,yes,better pay,yes,2,15-02-2017,5-10,5-10,10+,1-3,1
217,Yuvaan,Kashyap,female,41,married,postgraduate,quality assurance,sales executive,technology,03-03-2024,1,0,271.0,4,4,92.0,1,5,5,no,sometimes,39007,24,1,0,,7,no,45,bengaluru,karnataka,india,always,15,9,yes,better pay,yes,77,04-05-2024,0-1,0-1,10+,0-1,1
218,Saksham,Dani,f,19,marrid,postgraduate,legal,devops engineer,corporate,12-10-2017,8,8,,1,6,65.0,1,5,3,yes,never,169628,29,1,0,7.0,9,no,1,new delhi,delhi,india,frequently,12,2,no,career growth,no,70,14-09-2022,5-10,5-10,10+,0-1,0
219,Parinaaz,Bhattacharyya,female,60,divorced,doctorate,supply chain,project manager,field sales,"Nov 09, 2012",13,10,287.0,4,2,42.0,5,2,4,yes,sometimes,54418,6,1,1,6.0,6,no,1,hyderabad,telangana,india,rarely,3,9,yes,work-life balance,yes,1,07-04-2013,10+,5-10,10+,0-1,1
220,Advik,Khurana,femle,51,married,doctorate,legal,business analyst,corporate,12-07-2012,13,10,136.0,2,5,58.0,4,2,3,yes,always,37535,28,2,5,23.0,5,no,9,chennai,tamil nadu,india,frequently,7,ten,yes,,no,32,05-06-2022,10+,5-10,10+,3-5,1
221,Jayant,Karnik,other,27,married,graduate,marketing,content writer,field sales,01-02-2017,8,6,,3,6,97.0,0,0,5,no,rarely,58872,20,1,3,,13,yes,12,pune,maharashtra,india,always,16,15,no,work-life balance,no,78,10-01-2020,5-10,5-10,10+,1-3,0
222,Aayush,Madan,femle,58,divorced,high school,it,business analyst,corporate,"Oct 27, 2023",2,0,334.0,2,5,19.0,2,4,2,yes,often,54246,26,2,1,19.0,14,no,47,thiruvananthapuram,kerala,bhutan,rarely,1,14,yes,,no,18,03-01-2025,1-3,0-1,10+,0-1,1
223,Heer,Yogi,femle,31,single,high school,supply chain,data scientist,field sales,01-12-2017,8,8,387.0,5,1,27.0,2,0,4,yes,often,58299,13,3,5,29.0,15,no,24,chennai,tamil nadu,india,always,7,ten,yes,work-life balance,no,50,16-09-2020,5-10,5-10,10+,3-5,1
224,Rohan,Rastogi,m,33,widowed,postgraduate,quality assurance,marketing specialist,field sales,07-05-2020,5,3,,4,6,68.0,1,0,2,no,sometimes,140426,20,3,1,,16,yes,28,hyderabad,telangana,india,always,4,12,yes,,no,50,13-09-2020,3-5,1-3,10+,0-1,1
225,Shaan,Joshi,m,53,single,graduate,it,data scientist,technology,"Jan 03, 2012",13,11,,3,3,37.0,0,1,3,no,often,80524,27,2,2,,4,no,44,coimbatore,tamil nadu,india,rarely,0,ten,no,work-life balance,no,55,10-08-2025,10+,10+,10+,1-3,0
226,Navya,Das,male,57,married,high school,information tech,software engineer,corporate,"Apr 20, 2024",1,0,,3,3,22.0,4,5,3,yes,never,67223,25,2,5,,7,no,45,hyderabad,telangana,india,always,10,13,no,work-life balance,yes,10,18-07-2024,0-1,0-1,10+,3-5,0
227,Raghav,Chanda,m,44,marrid,high school,admin,product manager,field sales,"Aug 07, 2011",14,13,553.0,4,3,94.0,3,5,5,no,never,25406,28,3,5,,8,yes,40,bengaluru,karnataka,india,always,7,ten,yes,career growth,no,56,29-10-2020,10+,10+,10+,3-5,1
228,Keya,Sachar,male,38,marrid,doctorate,customer support,software engineer,field sales,"Sep 15, 2019",6,5,439.0,4,2,68.0,3,5,4,yes,sometimes,80243,10,3,1,24.0,18,no,23,pune,maharashtra,india,frequently,13,ten,no,career growth,no,80,10-05-2020,5-10,3-5,10+,0-1,0
229,Vaibhav,Jain,female,54,marrid,doctorate,design,finance analyst,corporate,19-03-2012,13,10,84.0,3,1,33.0,3,2,1,no,often,41846,13,3,0,11.0,8,no,39,kolkata,west bengal,india,always,13,11,yes,work-life balance,yes,99,22-12-2014,10+,5-10,10+,0-1,1
230,Tushar,Sharma,femle,54,married,doctorate,hr,business analyst,field sales,11-02-2022,3,0,456.0,5,5,70.0,4,1,4,no,often,67044,2,1,5,2.0,10,no,6,bengaluru,karnataka,india,frequently,13,3,yes,work-life balance,no,95,12-06-2023,1-3,0-1,10+,3-5,1
231,Gatik,Dubey,male,75,marrid,doctorate,product,legal associate,corporate,13-04-2025,0,0,,3,1,68.0,3,1,1,no,never,142254,16,1,0,,15,no,4,lucknow,uttar pradesh,india,rarely,0,10,yes,better pay,yes,55,17-05-2025,0-1,0-1,10+,0-1,1
232,Kashvi,Som,other,32,marrid,doctorate,quality assurance,legal associate,field sales,23-01-2010,15,12,217.0,1,6,71.0,5,2,4,no,often,25040,4,3,2,14.0,12,yes,28,thiruvananthapuram,kerala,india,frequently,17,9,no,better pay,no,15,15-09-2010,10+,10+,10+,1-3,0
233,Piya,Tata,femle,24,widowed,doctorate,supply chain,ui/ux designer,technology,"Jun 05, 2012",13,13,,1,6,55.0,0,0,3,no,often,60164,24,3,5,21.0,14,no,42,thiruvananthapuram,kerala,india,always,13,15,yes,,no,92,07-04-2017,10+,10+,10+,3-5,1
234,Krish,Gill,female,53,single,graduate,sales,software engineer,field sales,17-01-2012,13,11,,4,2,93.0,1,4,3,no,sometimes,58157,15,2,5,,0,yes,45,mangalore,karnataka,india,frequently,16,2,yes,,no,53,29-04-2022,10+,10+,10+,3-5,1
235,Aradhya,Sanghvi,male,53,widowed,graduate,design,marketing specialist,field sales,01-02-2022,3,3,,3,4,20.0,5,0,1,yes,always,130908,15,1,2,,10,yes,42,chennai,tamil nadu,india,always,6,ten,no,,no,96,23-06-2025,1-3,1-3,10+,1-3,0
236,Suhana,Raju,femle,29,widowed,high school,supply chain,software engineer,technology,08-04-2010,15,15,,1,6,68.0,2,4,3,no,never,186651,13,0,1,,8,no,12,hyderabad,telangana,india,rarely,4,ten,yes,better pay,no,89,20-06-2014,10+,10+,10+,0-1,1
237,Hunar,Raval,other,60,divorced,graduate,i.t,product manager,field sales,06-01-2019,6,3,335.0,1,3,62.0,4,5,5,no,sometimes,84565,10,3,0,18.0,18,yes,39,lucknow,uttar pradesh,india,rarely,2,4,no,career growth,yes,79,07-04-2023,5-10,1-3,10+,0-1,0
238,Kanav,Dayal,femle,19,single,doctorate,design,marketing specialist,technology,14-01-2016,9,7,484.0,5,6,17.0,2,4,4,yes,sometimes,44700,22,1,1,25.0,3,yes,29,hyderabad,telangana,india,always,4,1,no,work-life balance,no,76,22-07-2022,5-10,5-10,10+,0-1,0
239,Rhea,Sem,female,37,marrid,doctorate,customer support,devops engineer,field sales,29-04-2009,16,14,,3,3,54.0,3,4,2,no,rarely,164871,9,0,0,18.0,15,no,45,new delhi,delhi,india,always,18,8,no,,no,56,28-01-2023,10+,10+,10+,0-1,0
240,Jivin,Goswami,male,42,marrid,doctorate,product,software engineer,technology,22-02-2024,1,0,,1,4,93.0,0,4,5,no,always,21675,10,0,2,21.0,8,no,17,kochi,kerala,india,rarely,13,ten,yes,work-life balance,yes,100,16-04-2024,0-1,0-1,10+,1-3,1
241,Jayesh,Atwal,m,36,divorced,postgraduate,marketing,analyst,technology,"Jul 17, 2015",10,9,105.0,1,3,73.0,2,0,3,yes,never,39929,25,2,5,16.0,15,yes,43,coimbatore,tamil nadu,india,always,0,3,no,work-life balance,no,59,16-02-2019,5-10,5-10,10+,3-5,0
242,Biju,Raval,other,46,divorced,doctorate,sales,finance analyst,corporate,13-01-2016,9,7,328.0,1,6,29.0,4,2,3,yes,never,132853,10,2,2,17.0,6,no,16,bengaluru,karnataka,india,always,8,13,no,career growth,yes,56,18-02-2017,5-10,5-10,10+,1-3,0
243,Biju,Raman,male,48,marrid,doctorate,admin,hr manager,technology,23-07-2016,9,9,,1,6,15.0,1,1,3,yes,often,79914,11,3,3,,0,yes,49,new delhi,delhi,india,rarely,13,ten,no,,yes,1,21-06-2024,5-10,5-10,10+,1-3,0
244,Misha,Saini,f,46,single,graduate,customer support,devops engineer,technology,14-08-2022,3,3,447.0,3,4,6.0,1,1,2,no,sometimes,38333,21,0,3,11.0,6,yes,37,jaipur,rajasthan,india,rarely,2,2,yes,,no,5,27-01-2025,1-3,1-3,5-10,1-3,1
245,Piya,Agarwal,femle,32,married,doctorate,design,data scientist,corporate,08-02-2010,15,14,,4,4,51.0,0,0,4,yes,never,91887,14,1,1,12.0,7,no,11,nagpur,maharashtra,nepal,rarely,18,6,yes,better pay,yes,1,08-05-2010,10+,10+,10+,0-1,1
246,Priyansh,Gupta,male,23,divorced,high school,r&d,hr manager,technology,03-07-2009,16,15,451.0,5,3,43.0,1,4,5,no,sometimes,170857,16,0,3,,20,yes,11,coimbatore,tamil nadu,india,always,10,15,no,,yes,19,21-09-2015,10+,10+,10+,1-3,0
247,Manikya,Mani,m,55,married,postgraduate,information tech,product manager,technology,29-05-2013,12,10,,5,2,9.0,0,5,2,no,always,46252,17,0,1,,7,no,30,kolkata,west bengal,india,frequently,7,6,yes,better pay,no,65,20-12-2013,10+,5-10,5-10,0-1,1
248,Ehsaan,Manda,m,20,marrid,high school,r&d,product manager,field sales,28-06-2014,11,11,,4,3,21.0,2,5,2,yes,always,106460,27,0,2,25.0,8,yes,48,nagpur,maharashtra,india,frequently,20,ten,yes,better pay,no,24,24-06-2016,10+,10+,10+,1-3,1
249,Manjari,Chacko,f,33,divorced,high school,product,hr manager,technology,03-10-2013,12,9,,1,4,8.0,0,5,2,no,often,94343,12,0,1,,12,yes,46,thiruvananthapuram,kerala,india,rarely,8,ten,yes,better pay,no,97,22-06-2015,10+,5-10,5-10,0-1,1
250,Ojas,Sane,femle,51,married,high school,sales,sales executive,field sales,06-04-2025,0,0,398.0,3,4,83.0,1,0,3,no,always,73758,6,2,0,12.0,1,yes,22,surat,gujarat,india,always,14,ten,yes,work-life balance,yes,96,31-05-2025,0-1,0-1,10+,0-1,1
251,Kanav,Gulati,other,54,marrid,high school,supply chain,operations executive,technology,21-12-2022,3,0,157.0,1,3,69.0,5,0,4,no,rarely,82625,29,0,0,14.0,7,no,41,mangalore,karnataka,india,rarely,19,8,yes,better pay,yes,39,08-04-2023,1-3,0-1,10+,0-1,1
252,Anay,Varma,f,28,widowed,postgraduate,legal,analyst,field sales,15-06-2022,3,3,258.0,5,2,85.0,1,0,4,no,sometimes,86746,5,2,0,5.0,7,yes,26,ahmedabad,gujarat,india,rarely,9,ten,no,,yes,63,02-12-2024,1-3,1-3,10+,0-1,0
253,Khushi,Tailor,male,53,widowed,postgraduate,supply chain,project manager,corporate,"Feb 21, 2021",4,4,271.0,4,3,31.0,4,2,4,yes,rarely,98336,11,0,3,,3,yes,5,kochi,kerala,india,always,8,4,yes,career growth,yes,39,21-12-2021,3-5,3-5,10+,1-3,1
254,Vardaniya,Bora,other,26,single,high school,r&d,sales executive,corporate,09-09-2016,9,9,464.0,2,5,93.0,2,2,2,yes,rarely,70397,10,2,3,3.0,0,no,16,kolkata,west bengal,india,always,18,ten,no,career growth,yes,54,01-06-2022,5-10,5-10,10+,1-3,0
255,Vihaan,Sankaran,other,18,widowed,postgraduate,admin,qa engineer,field sales,29-01-2024,1,1,,1,2,99.0,1,3,3,no,always,83573,29,0,1,,11,no,9,siliguri,west bengal,india,frequently,16,ten,yes,work-life balance,no,38,11-04-2024,0-1,0-1,10+,0-1,1
256,Eva,Bhat,female,26,single,graduate,supply chain,legal associate,technology,06-04-2023,2,1,47.0,4,4,44.0,2,1,3,no,sometimes,81170,10,1,5,,19,yes,34,coimbatore,tamil nadu,india,rarely,5,ten,no,work-life balance,no,89,04-01-2024,1-3,0-1,10+,3-5,0
257,Jiya,Dada,male,40,single,high school,quality assurance,qa engineer,field sales,31-10-2024,1,1,,2,5,9.0,3,4,4,no,rarely,24580,14,3,3,7.0,4,yes,34,udaipur,rajasthan,india,always,15,ten,yes,career growth,yes,87,30-06-2025,0-1,0-1,5-10,1-3,1
258,Ayesha,Khare,female,52,single,high school,r&d,legal associate,technology,31-12-2023,2,0,,3,6,88.0,0,4,2,yes,rarely,69206,17,3,2,18.0,17,no,20,kolkata,west bengal,india,always,18,2,yes,better pay,no,65,15-06-2025,1-3,0-1,10+,1-3,1
259,Anahi,Basu,f,21,divorced,doctorate,finance,data scientist,technology,08-01-2015,10,9,14.0,1,2,95.0,1,2,4,no,never,178841,27,2,0,,18,no,16,hyderabad,telangana,india,frequently,0,15,yes,work-life balance,no,92,04-09-2020,5-10,5-10,10+,0-1,1
260,Misha,Keer,f,36,married,postgraduate,supply chain,content writer,technology,16-01-2016,9,8,,3,3,55.0,1,3,1,no,always,35325,27,0,0,,20,no,37,ahmedabad,gujarat,india,always,17,6,yes,better pay,no,13,23-10-2021,5-10,5-10,10+,0-1,1
261,Divyansh,De,other,30,marrid,high school,sales,devops engineer,field sales,22-08-2022,3,1,,2,4,99.0,0,5,4,yes,sometimes,23149,30,0,0,,8,no,42,kanpur,uttar pradesh,india,rarely,12,9,yes,,no,37,30-05-2023,1-3,0-1,10+,0-1,1
262,Advik,Kulkarni,femle,34,marrid,postgraduate,customer support,data scientist,technology,"Mar 16, 2019",6,4,236.0,5,5,77.0,3,2,1,yes,never,173964,1,0,1,,0,yes,26,chennai,tamil nadu,india,always,16,1,yes,career growth,no,81,04-06-2022,5-10,3-5,10+,0-1,1
263,Saksham,Venkatesh,m,55,married,doctorate,information tech,finance analyst,corporate,08-02-2009,16,14,,5,5,92.0,0,1,1,no,never,80798,22,1,3,,15,no,32,coimbatore,tamil nadu,india,rarely,12,4,yes,,no,68,22-08-2014,10+,10+,10+,1-3,1
264,Chirag,Chada,male,20,divorced,graduate,quality assurance,software engineer,field sales,"Apr 11, 2017",8,8,278.0,1,1,99.0,2,2,5,yes,often,20804,25,0,1,,8,no,24,hyderabad,telangana,india,rarely,14,ten,yes,,no,33,19-10-2021,5-10,5-10,10+,0-1,1
265,Aarna,Vora,m,41,single,high school,marketing,business analyst,technology,18-08-2010,15,12,,1,5,86.0,0,0,1,yes,never,53837,26,0,5,,14,yes,42,kanpur,uttar pradesh,india,always,11,ten,no,work-life balance,yes,4,18-02-2025,10+,10+,10+,3-5,0
266,Mannat,Chopra,female,44,marrid,doctorate,admin,customer support rep,field sales,08-11-2013,12,12,,1,6,20.0,2,3,4,yes,rarely,20705,2,0,3,1.0,9,no,41,udaipur,rajasthan,india,rarely,7,ten,yes,better pay,yes,4,19-04-2018,10+,10+,10+,1-3,1
267,Piya,Keer,m,44,marrid,doctorate,design,hr manager,technology,13-02-2009,16,13,311.0,1,3,45.0,5,5,3,no,often,80903,19,2,0,0.0,5,no,23,nagpur,maharashtra,india,always,19,ten,yes,better pay,no,44,04-04-2023,10+,10+,10+,0-1,1
268,Ahana,Sethi,female,19,single,postgraduate,r&d,customer support rep,technology,03-03-2024,1,1,,5,6,54.0,5,3,3,yes,sometimes,184381,28,0,0,25.0,19,yes,42,bengaluru,karnataka,india,frequently,9,9,no,,yes,97,16-06-2025,0-1,0-1,10+,0-1,0
269,Veer,Warrior,f,26,divorced,high school,i.t,ui/ux designer,field sales,06-03-2010,15,12,121.0,3,6,57.0,5,3,3,yes,never,29916,28,1,0,,13,yes,46,hyderabad,telangana,india,rarely,0,9,yes,better pay,yes,82,02-07-2024,10+,10+,10+,0-1,1
270,Zoya,Zacharia,m,47,single,graduate,i.t,hr manager,corporate,06-02-2015,10,8,,2,2,91.0,1,5,4,yes,always,51990,29,3,3,20.0,13,no,33,kanpur,uttar pradesh,india,frequently,17,4,yes,work-life balance,no,37,20-08-2025,5-10,5-10,10+,1-3,1
271,Shayak,Wagle,male,31,marrid,doctorate,product,finance analyst,corporate,13-10-2023,2,2,,1,4,45.0,1,5,2,no,often,43096,28,2,5,20.0,18,no,50,jaipur,rajasthan,india,rarely,8,ten,yes,,yes,31,18-05-2024,1-3,1-3,10+,3-5,1
272,Riya,Soman,other,45,single,doctorate,r&d,devops engineer,technology,"Apr 10, 2013",12,10,64.0,4,5,37.0,4,2,3,no,always,58010,15,1,2,8.0,11,yes,30,chennai,tamil nadu,india,always,14,ten,yes,,yes,12,19-03-2018,10+,5-10,10+,1-3,1
273,Anaya,Khosla,m,32,divorced,postgraduate,r&d,customer support rep,corporate,10-04-2010,15,13,,4,1,62.0,5,2,2,yes,sometimes,87471,18,2,2,10.0,3,no,49,mumbai,maharashtra,india,always,10,ten,no,career growth,no,35,07-11-2013,10+,10+,10+,1-3,0
274,Mahika,Bal,male,46,divorced,graduate,legal,hr manager,field sales,"Apr 23, 2025",0,0,,2,1,92.0,2,3,1,no,often,123848,29,2,5,19.0,16,no,18,new delhi,delhi,india,always,9,ten,yes,work-life balance,yes,91,19-06-2025,0-1,0-1,10+,3-5,1
275,Yuvraj,Rajan,femle,26,marrid,doctorate,marketing,qa engineer,field sales,07-05-2020,5,3,,5,6,56.0,5,4,1,yes,rarely,51536,6,0,2,,6,yes,38,thiruvananthapuram,kerala,india,frequently,18,4,no,,yes,62,07-09-2022,3-5,1-3,10+,1-3,0
276,Kiara,Sankaran,m,26,divorced,graduate,r&d,marketing specialist,corporate,28-08-2009,16,16,,5,1,68.0,1,2,5,no,sometimes,83172,24,2,0,8.0,7,yes,10,new delhi,delhi,india,frequently,6,ten,yes,work-life balance,no,14,15-12-2019,10+,10+,10+,0-1,1
277,Amani,Sood,female,24,divorced,graduate,quality assurance,qa engineer,technology,"May 08, 2015",10,8,175.0,5,5,70.0,1,1,1,no,often,129686,23,3,3,25.0,16,yes,35,noida,uttar pradesh,india,frequently,6,ten,no,better pay,yes,93,16-02-2022,5-10,5-10,10+,1-3,0
278,Reyansh,Bumb,femle,35,married,doctorate,it,legal associate,field sales,26-09-2011,14,11,70.0,5,1,5.0,2,2,2,no,rarely,129137,23,3,1,,6,no,37,noida,uttar pradesh,india,rarely,6,8,yes,work-life balance,yes,84,01-09-2024,10+,10+,3-5,0-1,1
279,Kismat,Divan,female,45,married,high school,customer support,analyst,technology,"Mar 29, 2013",12,12,38.0,2,2,5.0,1,0,4,no,never,148885,10,1,1,,12,no,2,coimbatore,tamil nadu,india,rarely,7,4,no,,no,26,09-08-2014,10+,10+,3-5,0-1,0
280,Faiyaz,Dara,f,58,marrid,high school,admin,project manager,technology,04-08-2021,4,1,399.0,5,4,22.0,1,2,4,yes,always,98586,16,2,5,,2,no,11,surat,gujarat,india,always,8,2,no,,no,99,25-11-2021,3-5,0-1,10+,3-5,0
281,Hunar,Sankar,f,41,marrid,graduate,legal,devops engineer,field sales,"Oct 01, 2009",16,14,,4,5,4.0,2,2,3,yes,never,182674,11,2,5,8.0,3,no,8,noida,uttar pradesh,india,always,1,2,yes,,no,-5,09-04-2015,10+,10+,3-5,3-5,1
282,Manikya,Ramesh,m,31,divorced,doctorate,r&d,analyst,technology,06-06-2025,0,0,,1,6,99.0,3,1,3,no,rarely,30835,25,3,1,,5,yes,16,hyderabad,telangana,india,rarely,7,ten,no,better pay,no,5,28-06-2025,0-1,0-1,10+,0-1,0
